,Target,features
2699,0.0,"(124.44214534759521, 57.35836295009998, 532345, 35420, 0.005332193850211939, 823.287741583731, -0.3709948014401174, 0.4595355374608288, -0.26447218306665277, -0.8202804564649497, 0.02268655629347564)"
2700,0.0,"(108.63346862792969, 51.75537246237092, 526658, 36318, 0.00501758456830204, 818.8783744556522, -0.8527639476082227, -1.2219940148149824, -1.090582078960941, -1.9297238188443218, -1.545372106495877)"
2701,1.0,"(132.0873785018921, 71.53969791814303, 527583, 25970, 0.009830073336055768, 819.5971807723665, -0.9852355499031474, -1.5716332347892192, -1.5315291945216307, -3.4238910384266745, -2.170296380155451)"
2702,0.0,"(124.39563369750977, 52.101461997078395, 528371, 58052, 0.001970218822969002, 820.2090291451702, -0.4604118882557958, -0.4148175911594345, -0.15352301419236772, -0.24094657972192504, -0.32790174494352287)"
2703,1.0,"(98.59509563446045, 61.54864423126952, 525939, 38224, 0.004523483135291174, 818.319212116193, 0.6125486906918725, 1.5133170864971355, 4.0171423082749875, 7.706415558075459, 4.7739425423755435)"
2704,0.0,"(129.80734252929688, 52.77984586654524, 529926, 56247, 0.0021048752642031216, 821.4150832455695, -0.8720425284110185, -1.5757295900486008, -1.478701720209906, -3.1069409873617166, -2.1351195920294668)"
2705,0.0,"(97.19449996948242, 45.19211300636702, 530614, 73190, 0.0012447584242260149, 821.948129622608, -0.31441099829742863, 0.3544085772778734, -0.2932987800984238, 0.2153594978289513, -0.8455763675630323)"
2706,1.0,"(107.69379043579102, 70.43878549730155, 514747, 34503, 0.005433628871707992, 809.5654611788912, 0.623991483862457, 1.5511915827116527, 4.042917977646758, 7.7985653067547585, 5.651858665570669)"
2707,0.0,"(116.36618900299072, 63.98728371624943, 521512, 61958, 0.0017071802953558411, 814.8679042973309, -0.9149722596069725, -1.0641436223251837, -2.243894179166866, -2.9889316057836175, -2.608218428798939)"
2708,0.0,"(98.76947402954102, 64.82941780513468, 496591, 36649, 0.004646056108367693, 795.1599202421983, -0.5392072563349303, 0.49928531986455194, -1.2121106793817022, -2.206461952035837, 0.2662786010249517)"
2709,0.0,"(158.23743343353271, 47.647369476976664, 527077, 27046, 0.00905477872980516, 819.2040524316121, -0.9836096313769079, -1.22878106434181, -1.3903074784138998, -3.2160767525169005, -1.665159816544116)"
2710,1.0,"(159.91246795654297, 66.50328312534256, 528411, 36046, 0.005110549004998376, 820.2400752664138, -0.9233336928620134, -0.9862619697319475, -1.124176302646045, 2.0617842725046325, 1.570891467991122)"
2711,1.0,"(185.50166988372803, 44.42802340036907, 527554, 50914, 0.0025574217115148282, 819.5746547955312, -0.7355994729273079, -0.7107758453313215, -1.7326287219257894, -3.4311843470215972, -2.087879245598693)"
2712,0.0,"(121.4747953414917, 60.53569227836933, 531161, 25319, 0.010412210663740198, 822.3716859310478, -1.0956728854020943, -1.051567319424914, -1.8097522521407698, 3.4719082052838433, 2.0128947358073646)"
2713,0.0,"(119.99154949188232, 58.69058856511084, 523906, 47937, 0.0028649795957367435, 816.7360876831758, -0.348052283998177, 0.3857702363234425, -0.43053347181105006, -0.22518230561928004, -0.3368581576022452)"
2714,1.0,"(121.06320476531982, 71.23087572198219, 529652, 35744, 0.005209477632744735, 821.202698088644, -0.8115644142575272, -1.0445761479962599, -1.8476042902668772, -3.7836445750790273, -2.345996541019507)"
2715,0.0,"(110.87076187133789, 51.95072535581882, 524281, 25867, 0.00984649935933257, 817.0283359549385, -0.8931010947700879, -1.185206801296793, -0.7860093849494327, -1.6777457856042937, -0.7791456269003088)"
2716,0.0,"(112.57531833648682, 40.847788412860204, 524137, 31129, 0.006797110710217198, 816.9161249839875, -0.8576326487657471, -1.1413626464096611, -1.3886588629098024, -3.044180860996685, 1.0101710813960725)"
2717,1.0,"(79.38427639007568, 73.7698725905019, 407502, 41544, 0.0029670371862994534, 720.3108085810377, 0.7776126621567191, 3.1137641656637087, 7.108935738452443, -13.177468441101594, 9.342759114731649)"
2718,1.0,"(117.84238052368164, 61.01625187928384, 523294, 35490, 0.005220878909905662, 816.2589137783687, -1.5642520128288457, -2.2100035127348514, -2.5963815967539126, -5.723096952611336, -3.1699536940300193)"
2719,1.0,"(139.96452713012695, 71.52965324590274, 505941, 42594, 0.0035043936580480706, 802.6107951571876, 0.6400568025829778, 1.6842709443078245, 3.655097982904118, 7.066315617359057, 4.964698703968193)"
2720,1.0,"(119.27226066589355, 63.82618309170293, 521287, 41143, 0.003869856375901604, 814.6921029176352, -0.4947966137317831, -0.20229331147196683, -1.2561866410573457, -2.581611331076719, -1.3379844136795331)"
2721,0.0,"(160.52743434906006, 51.69006543137521, 527121, 59035, 0.0019006451743037657, 819.2382449936915, -0.6432171334811441, -1.0620355467457314, -1.414987922814084, -2.72417122525978, -1.9248803241719015)"
2722,1.0,"(135.62267780303955, 68.59469739460721, 524096, 35615, 0.005192240635849289, 816.8841732078789, -0.8531135273540247, -1.4080859242998154, -1.0824200007565794, 0.6663630070273241, -1.78525433345794)"
2723,0.0,"(150.74757385253906, 48.38848444389194, 530098, 43245, 0.00356200255644287, 821.5483772639444, -0.6523784726051963, -0.8525987421903769, -1.2758403633135957, -2.3733898493037766, -1.701677963156292)"
2724,1.0,"(109.73013877868652, 31.42340926937172, 525403, 66206, 0.0015062869477547953, 817.9021191575974, 0.586594827107317, 1.5310971672406213, 4.022844593494741, -7.733017930528861, -5.26347403660392)"
2725,1.0,"(119.43275451660156, 68.96819764197542, 523110, 38306, 0.004479909880236224, 816.115395177919, 0.6549126857221333, 1.9299024209854492, 3.1262658820648643, 6.381876359839747, 4.169162063215677)"
2726,0.0,"(127.44544124603271, 50.899335142153795, 532830, 44503, 0.003380803711365146, 823.6626898319705, -0.6275732297873079, -1.0781180485299504, -0.8596686686239945, -1.879419666861425, -1.3588610154015757)"
2727,0.0,"(116.98578262329102, 40.28638117254666, 531955, 46922, 0.0030362094593113418, 822.986112895955, -0.9736166267643782, -1.3993814783317915, -2.786387325080826, -5.379647087578109, -3.477878311411119)"
2728,1.0,"(133.90457916259766, 61.375088682500575, 521426, 34584, 0.005478379350391331, 814.8007135815953, 0.577496399014709, 1.374562235943336, 3.762424139154999, 7.335380282129018, 4.452926242902705)"
2729,1.0,"(153.8522720336914, 59.933862795349256, 520592, 40474, 0.00399351297032233, 814.1488322615023, -0.8615423191709168, -1.045708619288633, -1.4219328383954042, -3.0673137708912335, -1.941256978708457)"
2730,0.0,"(112.24414157867432, 47.983018618192844, 531972, 44355, 0.0033979225134081886, 822.9992631174429, -0.44370780669720633, -0.44241224060912443, -1.4377394220542818, -2.916951247544022, -1.6034518691182127)"
2731,1.0,"(111.32280445098877, 60.79497287677961, 522867, 51394, 0.0024875754178652065, 815.9258183419864, 0.4899435029626039, 1.2249305205372139, 3.8984195748521193, 7.508074251676955, -4.621603093945803)"
2732,0.0,"(133.5187282562256, 61.24496914357988, 526207, 61281, 0.0017608193328263384, 818.5276788945233, 0.6358120746355566, 3.3729646812581846, 3.220068669346951, -6.691385092738735, -4.940256850397083)"
2733,0.0,"(102.64429473876953, 65.94237476158118, 516561, 56665, 0.0020216300850837295, 810.9906858083762, -0.23236117192536435, 0.06799227180225859, -0.3017640370401444, -0.1543474409016015, -0.04148977549717563)"
2734,1.0,"(136.21547889709473, 67.84602089576704, 525795, 37923, 0.004594316855756392, 818.2071781792341, -0.5262155614665343, 0.24810157523956824, -0.9249446254026185, -2.0372401698766174, -0.7946051234438621)"
2735,1.0,"(100.09119987487793, 66.75179705937468, 520772, 37437, 0.004669339059220727, 814.2895702333539, -1.2791260215003981, -2.441380336546392, -2.35292671401236, 5.151528701866132, 3.5674193938021093)"
2736,1.0,"(127.34123420715332, 67.7708730953705, 525412, 35186, 0.005332981226000539, 817.9091243398568, -0.775979432461007, -1.1679312788816283, -1.6209099236422997, -3.3969871819307222, -2.2031095025058884)"
2737,1.0,"(121.67910099029541, 69.1940877523195, 522973, 36959, 0.00481114789955507, 816.0085198260998, -0.9214871172720212, -1.345945420660438, -1.2493474399771438, -2.642627399005675, -1.9125233550286598)"
2738,1.0,"(103.27748966217041, 73.51686770750628, 514953, 35793, 0.00505104521030421, 809.7274376480065, -1.3824421693695508, -2.7405598954058443, -1.79935524234642, 3.395393533569297, 2.8328804988589926)"
2739,1.0,"(96.46436023712158, 78.32131236275842, 514505, 35088, 0.005251486277519683, 809.3751367344842, -0.6484856535144475, 0.13033418438411484, -1.1506714483905294, 2.029332004642634, 1.080911363711619)"
2740,0.0,"(111.13174438476562, 57.13093506266432, 532226, 31773, 0.006625055260696083, 823.1957178801507, -0.9170342932222421, -0.7128209983157051, -1.0048469532624282, -1.7048676125509632, -1.3611178506810364)"
2741,1.0,"(167.36657524108887, 60.97490254852775, 524051, 38666, 0.004404787127306612, 816.8491027466498, -1.3761256687213277, -1.1379322434353476, -2.054500296619119, 2.9973629540544624, 2.619372696883282)"
2742,1.0,"(97.47303867340088, 68.05638586752123, 517246, 43389, 0.003452611581561988, 811.5282259762034, 0.49434818123608526, 1.207904626830879, 3.584562341886459, -7.6942135115267405, -4.944104007228408)"
2743,1.0,"(124.2962417602539, 66.53749299458384, 526470, 35363, 0.005290360787094728, 818.7322047633897, -0.7686835210950954, -1.1773189037970262, -1.70110789796579, -3.4115591915006034, -2.2845013632472306)"
2744,0.0,"(120.48044109344482, 66.10157386062018, 521456, 52026, 0.0024209546808649607, 814.8241528326337, 0.6515189697689283, 2.86536177557553, 3.3595885993795904, -6.69581881754189, -4.855529026827149)"
2745,0.0,"(152.20352363586426, 53.93303367556236, 532733, 33784, 0.005865395843197079, 823.5877138382999, -0.8256560180241919, -1.2186266157303047, -1.2834990903949335, 2.146508120675102, -1.247649023692055)"
2746,1.0,"(166.01945972442627, 40.163532329110026, 521733, 51640, 0.002458587696048859, 815.0405434046276, -0.878931087170849, -1.635829290357364, -0.0594357208049583, 0.07240896158503315, 0.8027675247432302)"
2747,1.0,"(118.10488986968994, 69.97194792572726, 521418, 31449, 0.006624943861067835, 814.7944630007736, -0.9965389560992772, -1.4909988020813603, -2.178031210906638, -4.59981561769259, -2.917231387174638)"
2748,1.0,"(180.63932514190674, 47.288961136681195, 529748, 48876, 0.002786684984623224, 821.2771166569559, 0.538717254687564, 1.3737020364453847, 4.123474751374038, 7.515993301510756, 5.0134567689668295)"
2749,0.0,"(139.2367057800293, 64.25221063602211, 527028, 46543, 0.0030572771270703774, 819.1659726714015, -0.7527449677900452, -1.359105772623433, -1.1217689871721443, -1.8718008187111548, 1.2483505975731093)"
2750,1.0,"(171.15221977233887, 44.840036394949855, 523273, 49662, 0.0026661819216608987, 816.2425352137702, -0.8489426232575579, -1.2684201443492404, -0.6857701370788797, -1.4832615355121603, -1.1037866324095957)"
2751,0.0,"(111.16815853118896, 54.0049294068308, 530980, 70059, 0.0013594403590275461, 822.231557083208, -0.9109937638804397, -1.7869052063499764, -1.8452568886078087, -3.608553868097753, -2.727067334498011)"
2752,0.0,"(114.2614688873291, 55.78138223477599, 531035, 21511, 0.014421545663797126, 822.2741401980468, -1.0495943461288197, -1.8583241151431704, -1.8959757291426196, -4.009047230612874, -2.5402067662466665)"
2753,0.0,"(133.67410373687744, 49.08587633315399, 526406, 56388, 0.002080450143149018, 818.6824389138062, -0.743112851547849, -1.154716432369582, -0.888180834742401, -1.951836544634343, -1.4654754109478942)"
2754,1.0,"(151.09055709838867, 63.848412678614544, 522174, 39818, 0.0041387216912434945, 815.3849312027656, -0.9265078575032385, -1.2572882655187814, -2.2013182340953703, -4.609639411020764, -2.8266221579957462)"
2755,0.0,"(109.31719875335693, 57.86417426473694, 526656, 34126, 0.005682849143513253, 818.8768195962332, -0.7658957162611001, -1.1345148060903283, -0.39704524365159416, 0.27879908807665793, -0.943398721465751)"
2756,1.0,"(161.12643718719482, 65.08904171375937, 530870, 26965, 0.009174812516537416, 822.1463842367464, -1.0030236016472647, -1.6583544804180905, -1.5424635436238099, -3.3832187986792017, -1.857536388257025)"
2757,0.0,"(106.62258911132812, 55.928283067644095, 525373, 43943, 0.003418992969630801, 817.8787681167342, -0.6968814278175152, -0.07948119932838199, -0.05892788160397065, -0.38744508324332627, -0.2449685974364113)"
2758,0.0,"(110.16091060638428, 50.33956631360475, 526527, 45855, 0.003146712859344271, 818.776524926534, -0.7068029441006203, -1.2135108038169524, -0.18419831171076756, 0.5540009142218909, 0.5367308142104247)"
2759,0.0,"(105.70050048828125, 54.93441976283468, 531622, 46005, 0.0031564777977542246, 822.7284808800512, -0.15099060221544539, 0.6973249697760119, 0.2989400781164971, 0.672440282005917, 1.1463082653185823)"
2760,1.0,"(176.22247695922852, 43.17790671742972, 524170, 35536, 0.0052160883974878836, 816.9418413594876, -0.7823906613514341, -0.5668265328559489, -0.5970923214223333, -0.8767121312742504, 0.6502495006497317)"
2761,1.0,"(166.79126453399658, 57.796640198356684, 524933, 30843, 0.006934266233607647, 817.5362095567775, -0.9710131653045608, -1.3576594337667962, -1.437848157463623, -3.127384076638474, -0.8773189781544612)"
2762,0.0,"(133.60120582580566, 57.96868858507187, 524144, 59439, 0.0018643072745459317, 816.9215800403776, 0.4466519264263601, 1.0759318359570678, 3.6858999248962494, -7.297057050403343, -4.224082324354889)"
2763,0.0,"(143.77221965789795, 54.262480858531035, 526916, 40517, 0.004033450091262267, 819.078926571593, 0.43865829170332693, 0.997275859669479, 2.21879256827228, 4.348969218399699, 2.7188396862004476)"
2764,1.0,"(175.45215034484863, 43.29350109787547, 524037, 39738, 0.0041702280477396575, 816.8381916293952, -0.9587984284408044, -1.5262604802662905, -1.6035895440432926, -3.1207664053774775, -1.0675766533526092)"
2765,0.0,"(128.4252233505249, 65.70034376166022, 524520, 51377, 0.0024970913702395694, 817.2145409893828, 0.31334154475306636, 1.6745327677657094, 1.016710456537219, 2.1177479827642767, 2.3850849234857883)"
2766,0.0,"(113.3294153213501, 52.3335525039687, 532331, 41147, 0.003951074954923902, 823.2769157995467, -0.7320484303465356, -0.8600335453528467, -1.0275652085089533, 1.5458685352985129, 0.5780689648436301)"
2767,1.0,"(121.6478624343872, 63.755604281969305, 524058, 41542, 0.0038160531621882266, 816.8545582506227, 0.5396031165456532, 1.2764143557698904, 3.219481475231418, 6.364187777797913, 3.857756351579104)"
2768,1.0,"(104.6061782836914, 72.44714881372056, 508383, 34474, 0.005375483449292988, 804.5454241191708, -0.5841063701526736, -0.7939510250675486, -1.579192515644661, -3.229950229202651, -1.966660893629896)"
2769,0.0,"(141.41655921936035, 62.439609766359844, 524376, 41565, 0.003814144134076294, 817.1023555895832, -0.9996673631961087, -1.8489774530697098, -1.7600781349629147, 3.9046044937232196, 2.6218063004675196)"
2770,0.0,"(128.45502281188965, 48.84878532424061, 531467, 76096, 0.0011533536919876243, 822.6085345544153, 0.37439648495004196, 2.1037477079131546, 1.9730958891004036, -4.083543420234023, -3.2953665802018803)"
2771,0.0,"(135.47204685211182, 55.95049337578022, 533052, 38860, 0.004435819325245425, 823.834258695381, -0.6640484795173209, -1.1850558435565925, -1.1581687079298435, -2.199072639550077, -1.721096014946103)"
2772,0.0,"(132.85783767700195, 47.094523161120584, 527285, 36719, 0.00491443494591673, 819.365677427167, 0.15228765596045266, 0.9035552147222193, 0.10857369357543895, 0.22766306884939172, 0.5676178605380331)"
2773,0.0,"(137.63996410369873, 45.92842729151438, 531633, 41211, 0.003933647948882636, 822.7369925353963, -0.7866089614966234, -0.4380480918372457, -1.0203669520942549, 2.3440133851745535, -1.139627032017845)"
2774,0.0,"(126.7131290435791, 65.20209973510815, 521366, 52466, 0.0023801079785231707, 814.7538330565822, 0.053499214438936155, 1.3731116207274892, 0.5792976767805206, -1.2210935306790534, -1.3081969706888341)"
2775,1.0,"(134.91933727264404, 71.54520314813307, 535981, 33237, 0.006096991990447342, 826.0945493263451, 0.1003712211446606, 0.6500710979021598, 0.42124124541940844, 0.9862539759398022, 0.9206080017567189)"
2776,0.0,"(105.16439533233643, 60.02205998171373, 522517, 62372, 0.001687838730352382, 815.652687849665, -0.5245426684577317, -0.5774029035870281, 0.060637274805153366, 0.13717594162649518, -0.29419782558557633)"
2777,1.0,"(130.0156135559082, 70.56355667590029, 522909, 35057, 0.005346708207657486, 815.9585878572019, -0.6801961747715015, -0.6786440876057613, -0.5842908948963981, -0.3429146892326897, 0.596100411453119)"
2778,1.0,"(163.06271362304688, 55.92345720150708, 525471, 38461, 0.004463931002367336, 817.955045715552, -0.9263359136523788, -1.54602495549778, -1.3658006180823004, -2.8977550344396583, -2.134793262415196)"
2779,1.0,"(132.1536693572998, 66.33478973759173, 525919, 41018, 0.003928074929114522, 818.3036527644075, -0.7884283054479702, -1.1372638475366725, -0.902110817837685, -1.729645352117593, -1.443193351485042)"
